finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
5500,Service,Micky Arison,73,United States,Bal Harbour,Carnival Cruises,Service,United States,Carnival Corp.,False,M,Florida
5500,Media & Entertainment,James Chambers,65,United States,Palisades,"Media, automotive",Media & Entertainment,United States,,False,M,New York
5500,Technology,Pierre Chen,66,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,M,
5500,Technology,John Collison,32,United States,San Francisco,Payments software,Technology,Ireland,Stripe,True,M,California
5500,Technology,Patrick Collison,34,United States,San Francisco,Payment software,Technology,Ireland,Stripe,True,M,California
5500,Manufacturing,Archie Aldis Emmerson & family,93,United States,Redding,"Timberland, lumber mills",Manufacturing,United States,,True,M,California
5500,Automotive,Piero Ferrari,77,Italy,Modena,Automobiles,Automotive,Italy,,False,M,
5500,Automotive,Dan Friedkin,58,United States,Houston,Toyota dealerships,Automotive,United States,Gulf States Toyota,False,M,Texas
5500,Diversified,James Irving,95,Canada,Saint John,Diversified,Diversified,Canada,,False,M,
5500,Manufacturing,Jiang Weiping & family,68,China,Chengdu,Chemicals,Manufacturing,China,,True,M,
5500,Healthcare,Wolfgang Marguerre & family,81,Germany,Heidelberg,Pharmaceuticals,Healthcare,Germany,,True,M,
5500,Finance & Investments,Ludwig Merckle,58,Germany,Ulm,Pharmaceuticals,Finance & Investments,Germany,,False,M,
5500,Manufacturing,Mitchell Rales,66,United States,Potomac,"Manufacturing, investments",Manufacturing,United States,,True,M,Maryland
5500,Media & Entertainment,Katharine Rayner,78,United States,East Hampton,"Media, automotive",Media & Entertainment,United States,,False,F,New York
5500,Finance & Investments,Jean Salata,57,Hong Kong,Hong Kong,Finance,Finance & Investments,Chile,,True,M,
5500,Finance & Investments,Paul Singer,78,United States,New York,Hedge funds,Finance & Investments,United States,Elliott Management,True,M,New York
5500,Healthcare,Sergio Stevanato & family,80,Italy,Venice,Medical packaging,Healthcare,Italy,,True,M,
5500,Media & Entertainment,Margaretta Taylor,80,United States,Southampton,"Media, automotive",Media & Entertainment,United States,,False,F,New York
5500,Technology,Richard White,68,Australia,Sydney,Software,Technology,Australia,,True,M,
5500,Diversified,Zhao Yan,56,China,Beijing,Biotech,Diversified,China,,True,F,
5400,Fashion & Retail,Patrizio Bertelli,77,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,True,M,
5400,Manufacturing,Mahendra Choksi & family,81,India,Mumbai,Paints,Manufacturing,India,,False,M,
5400,Finance & Investments,Mat Ishbia,43,United States,Bloomfield Hills,Mortgage lender,Finance & Investments,United States,,False,M,Michigan
5400,Technology,Leo Koguan,68,Singapore,Singapore,IT provider,Technology,United States,,True,M,
5400,Diversified,Miao Hangen,58,China,Suzhou,"Textiles, petrochemicals",Diversified,China,,True,M,
5400,Manufacturing,Michael Pieper,77,Switzerland,Lucerne,Kitchen appliances,Manufacturing,Switzerland,Artemis Real Estate Partners,True,M,
5400,Fashion & Retail,Miuccia Prada,73,Italy,Milan,Luxury goods,Fashion & Retail,Italy,Prada,False,F,
5400,Fashion & Retail,Wolfgang Reimann,70,Germany,Passau,Consumer goods,Fashion & Retail,Germany,,False,M,
5400,Fashion & Retail,Matthias Reimann-Andersen,58,Germany,Munich,Consumer goods,Fashion & Retail,Germany,,False,M,
5400,Fashion & Retail,Stefan Reimann-Andersen,59,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,False,M,
5400,Fashion & Retail,Renate Reimann-Haas,71,Austria,Vienna,Consumer goods,Fashion & Retail,Germany,,False,F,
5300,Finance & Investments,Todd Boehly,49,United States,Darien,Finance,Finance & Investments,United States,,True,M,Connecticut
5300,Real Estate,Rick Caruso,64,United States,Los Angeles,Real estate,Real Estate,United States,,True,M,California
5300,Manufacturing,Ibrahim Erdemoglu,60,Turkey,Istanbul,Carpet,Manufacturing,Turkey,,True,M,
5300,Finance & Investments,Elizabeth Johnson,59,United States,Boston,Fidelity,Finance & Investments,United States,,False,F,Massachusetts
5300,Finance & Investments,Douglas Leone,65,United States,Atherton,Venture capital,Finance & Investments,United States,Sequoia,True,M,California
5300,Diversified,Prajogo Pangestu,78,Indonesia,Jakarta,Petrochemicals,Diversified,Indonesia,,False,M,
5300,Finance & Investments,Thomas Pritzker,72,United States,Chicago,"Hotels, investments",Finance & Investments,United States,Hyatt Hotels,False,M,Illinois
5300,Food & Beverage,Lynda Resnick,80,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,True,F,California
5300,Food & Beverage,Stewart Resnick,86,United States,Beverly Hills,Agriculture,Food & Beverage,United States,,True,M,California
5300,Service,Gary Rollins,78,United States,Atlanta,Pest control,Service,United States,,False,M,Georgia
5300,Finance & Investments,Mark Walter,62,United States,Chicago,"Finance, asset management",Finance & Investments,United States,Guggenheim Partners LLC,True,M,Illinois
5300,Manufacturing,Ronald Wanek,81,United States,Saint Petersburg,Furniture,Manufacturing,United States,,True,M,Florida
5300,Food & Beverage,Erich Wesjohann & family,77,Germany,Visbek,Poultry genetics,Food & Beverage,Germany,,True,M,
5300,Fashion & Retail,M.A. Yusuff Ali,67,United Arab Emirates,Abu Dhabi,Retail,Fashion & Retail,India,,True,M,
5200,Finance & Investments,Alexandre Behring,56,United States,Greenwich,Investments,Finance & Investments,Brazil,,True,M,Connecticut
5200,Food & Beverage,Cheng Xue,53,China,Foshan,Soy sauce,Food & Beverage,China,,True,F,
5200,Real Estate,Robert Faith,59,United States,Charleston,Real estate management,Real Estate,United States,,True,M,South Carolina
5200,Fashion & Retail,Gao Dekang & family,71,China,Changshu,Apparel,Fashion & Retail,China,,True,M,
5200,Fashion & Retail,Micky Jagtiani,71,United Arab Emirates,Dubai,Retail,Fashion & Retail,India,,False,M,
5200,Telecom,Ananda Krishnan,85,Malaysia,Kuala Lumpur,"Telecoms, media, oil-services",Telecom,Malaysia,,True,M,
5200,Technology,Barry Lam,73,Taiwan,Taipei,Electronics,Technology,Taiwan,,True,M,
5200,Food & Beverage,"Robert Rich, Jr.",82,United States,Islamorada,Frozen foods,Food & Beverage,United States,,False,M,Florida
5200,Gambling & Casinos,Mark Scheinberg,49,United Kingdom,Isle of Man,Online gambling,Gambling & Casinos,Canada,,True,M,
5200,Technology,Charles Simonyi,74,United States,Medina,Microsoft,Technology,United States,,True,M,Washington
5200,Real Estate,Ty Warner,78,United States,Oak Brook,"Plush toys, real estate",Real Estate,United States,,True,M,Illinois
5200,Real Estate,Sam Zell,81,United States,Chicago,"Real estate, private equity",Real Estate,United States,,True,M,Illinois
5100,Manufacturing,Fang Wei,49,China,Beijing,Steel,Manufacturing,China,,True,M,
5100,Finance & Investments,Rekha Jhunjhunwala,59,India,Mumbai,Investments,Finance & Investments,India,,False,F,
5100,Finance & Investments,Charles B. Johnson,90,United States,Palm Beach,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,M,Florida
5100,Media & Entertainment,Kwon Hyuk-bin,49,South Korea,Seoul,Online games,Media & Entertainment,South Korea,Smilegate Holdings,True,M,
5100,Finance & Investments,Sami Mnaymneh,61,United States,Miami Beach,Private equity,Finance & Investments,United States,,True,M,Florida
5100,Logistics,Kjell Inge Rokke,64,Norway,Vettre,"Shipping, seafood",Logistics,Norway,,True,M,
5100,Finance & Investments,Tony Tamer,65,United States,New York,Private equity,Finance & Investments,United States,,True,M,New York
5100,Healthcare,Tse Ping & family,71,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,True,M,
5100,Technology,Romesh T. Wadhwani,75,United States,Palo Alto,Software,Technology,United States,Symphony Technology Group,True,M,California
5100,Healthcare,Hansjoerg Wyss,88,United States,Wilson,Medical devices,Healthcare,Switzerland,,True,M,Wyoming
5100,Sports,Denise York & family,72,United States,Youngstown,San Francisco 49ers,Sports,United States,San Francisco 49ers,False,F,Ohio
5000,Finance & Investments,Ron Baron,79,United States,New York,Money management,Finance & Investments,United States,,True,M,New York
5000,Energy,Robert Bass,75,United States,Fort Worth,"Oil, investments",Energy,United States,,False,M,Texas
5000,Healthcare,Dona Bertarelli,55,Switzerland,Gstaad,Biotech and investments,Healthcare,Switzerland,,False,F,
5000,Finance & Investments,Alexander Gerko,43,United Kingdom,London,Trading,Finance & Investments,United Kingdom,,True,M,
5000,Technology,Martin Haefner,69,Switzerland,Zurich,"Software, investments",Technology,Switzerland,,False,M,
5000,Telecom,"Robert Hale, Jr.",56,United States,Boston,Telecom,Telecom,United States,,True,M,Massachusetts
5000,Healthcare,Viktor Kharitonin,50,Russia,Moscow,Pharmaceuticals,Healthcare,Russia,,True,M,
5000,Technology,Kim Beom-su,57,South Korea,Seoul,Online services,Technology,South Korea,,True,M,
5000,Fashion & Retail,Jane Lauder,50,United States,New York,Estée Lauder,Fashion & Retail,United States,,False,F,New York
5000,Fashion & Retail,Michel Leclercq & family,83,France,Lille,Sporting goods,Fashion & Retail,France,,False,M,
5000,Media & Entertainment,George Lucas,78,United States,San Anselmo,Star Wars,Media & Entertainment,United States,,True,M,California
5000,Sports,Janice McNair,86,United States,Houston,"Energy, sports",Sports,United States,,False,F,Texas
5000,Healthcare,Ugur Sahin,57,Germany,Mainz,Biotechnology,Healthcare,Germany,,True,M,
5000,Real Estate,Alexandra Schoerghuber & family,64,Germany,Munich,Real estate,Real Estate,Germany,,False,F,
5000,Healthcare,Thomas Straumann,59,Switzerland,Basel,Dental implants,Healthcare,Switzerland,,False,M,
5000,Food & Beverage,Murat Ulker,64,Turkey,Istanbul,Food,Food & Beverage,Turkey,,False,M,
5000,Fashion & Retail,Chip Wilson,66,Canada,Vancouver,Lululemon,Fashion & Retail,Canada,Lululemon,True,M,
5000,Real Estate,Zhu Yan & family,65,China,Beijing,Real estate,Real Estate,China,,False,F,
4900,Manufacturing,Jim Davis & family,79,United States,Newton,New Balance,Manufacturing,United States,New Balance,True,M,Massachusetts
4900,Healthcare,Murali Divi & family,72,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,M,
4900,Technology,Dagmar Dolby & family,81,United States,San Francisco,Dolby Laboratories,Technology,United States,,False,F,California
4900,Technology,Marcos Galperin,65,Argentina,Buenos Aires,E-commerce,Technology,Argentina,,True,M,
4900,Service,Tom Golisano,81,United States,Naples,Payroll services,Service,United States,,True,M,Florida
4900,Finance & Investments,Jonathan Gray,53,United States,New York,Investments,Finance & Investments,United States,,True,M,New York
4900,Finance & Investments,Bidzina Ivanishvili,67,Georgia,Tbilisi,Investments,Finance & Investments,Georgia,,True,M,
4900,Metals & Mining,Lim Hariyanto Wijaya Sarwono,94,Indonesia,Jakarta,"Palm oil, nickel mining",Metals & Mining,Indonesia,,True,M,
4900,Healthcare,Rudolf Maag,77,Switzerland,Binningen,Medical devices,Healthcare,Switzerland,,True,M,
4900,Food & Beverage,Emanuele (Lino) Saputo & family,86,Canada,Montreal,Cheese,Food & Beverage,Canada,Saputo,False,M,
4900,Automotive,Mark Shoen,72,United States,Phoenix,U-Haul,Automotive,United States,,False,M,Arizona
4900,Sports,Dan Snyder,58,United States,Potomac,Washington Commanders,Sports,United States,,True,M,Maryland
4900,Diversified,Chairul Tanjung,60,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,M,
4900,Energy,Kelcy Warren,67,United States,Dallas,Pipelines,Energy,United States,,True,M,Texas
4900,Fashion & Retail,Zhang Tao,50,China,Beijing,E-commerce,Fashion & Retail,China,,True,M,
4800,Fashion & Retail,Michael Ashley,58,United Kingdom,Hertfordshire,Sports retailing,Fashion & Retail,United Kingdom,,True,M,
4800,Fashion & Retail,Tomasz Biernacki,50,Poland,"Krotoszyn,",Supermarkets,Fashion & Retail,Poland,,True,M,
4800,Healthcare,Bernard Broermann,79,Germany,Koenigstein,Hospitals,Healthcare,Germany,,True,M,
4800,Fashion & Retail,Jimmy Haslam,69,United States,Knoxville,"Gas stations, retail",Fashion & Retail,United States,Pilot Flying J,False,M,Tennessee
4800,Manufacturing,H. Fisk Johnson,64,United States,Racine,Cleaning products,Manufacturing,United States,,False,M,Wisconsin
4800,Manufacturing,S. Curtis Johnson,67,United States,Racine,Cleaning products,Manufacturing,United States,,False,M,Wisconsin
4800,Manufacturing,Helen Johnson-Leipold,66,United States,Racine,Cleaning products,Manufacturing,United States,,False,F,Wisconsin
4800,Technology,Vinod Khosla,68,United States,Portola Valley,Venture capital,Technology,United States,Khosla Ventures,True,M,California
4800,Technology,Thai Lee,64,United States,Austin,IT provider,Technology,United States,,True,F,Texas
4800,Manufacturing,Winifred J. Marquart,63,United States,Virginia Beach,Cleaning products,Manufacturing,United States,,False,F,Virginia
4800,Healthcare,Pankaj Patel,70,India,Ahmedabad,Pharmaceuticals,Healthcare,India,,False,M,
4800,Manufacturing,Horst Julius Pudwill,78,Hong Kong,Hong Kong,Manufacturing,Manufacturing,Germany,,True,M,
4800,Finance & Investments,Yu Yong,62,China,Shanghai,Mining,Finance & Investments,China,,True,M,
4700,Diversified,Maria Fernanda Amorim & family,88,Portugal,Grijo,"Energy, investments",Diversified,Portugal,,False,F,
4700,Sports,Gayle Benson,76,United States,New Orleans,New Orleans Saints,Sports,United States,,False,F,Louisiana
4700,Technology,Jason Chang,78,Taiwan,Taipei,Electronics,Technology,Singapore,,True,M,
4700,Manufacturing,Ali Erdemoglu,63,Turkey,Istanbul,Carpet,Manufacturing,Turkey,,True,M,
4700,Finance & Investments,Andre Esteves,54,Brazil,Sao paulo,Banking,Finance & Investments,Brazil,,True,M,
4700,Real Estate,Carlo Fidani,68,Canada,Toronto,Real estate,Real Estate,Canada,Orlando Corporation,False,M,
4700,Technology,Hong Ra-hee,77,South Korea,Seoul,Samsung,Technology,South Korea,,False,F,
4700,Manufacturing,Li Gaiteng,50,China,Shanghai,Hair dryers,Manufacturing,China,,True,M,
4700,Media & Entertainment,Thomas Secunda,68,United States,Croton-on-Hudson,Bloomberg LP,Media & Entertainment,United States,,True,M,New York
4700,Diversified,Zuowen Song,76,China,Longkou,"Aluminum, diversified",Diversified,China,,True,M,
4700,Media & Entertainment,Tim Sweeney,52,United States,Cary,Video games,Media & Entertainment,United States,,True,M,North Carolina
4600,Food & Beverage,Bert Beveridge,61,United States,Austin,Vodka,Food & Beverage,United States,,True,M,Texas
4600,Media & Entertainment,Mark Cuban,64,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,United States,Dallas Mavericks,True,M,Texas
4600,Media & Entertainment,Charles Dolan & family,96,United States,Oyster Bay,Cable television,Media & Entertainment,United States,Cablevision Systems Corp.,True,M,New York
4600,Technology,Jack Dorsey,46,United States,San Francisco,"Twitter, Square",Technology,United States,Twitter,True,M,California
4600,Energy,Fan Hongwei,56,China,Wujiang,Petrochemicals,Energy,China,,True,F,
4600,Metals & Mining,Vladimir Kim,62,Kazakhstan,Almaty,Mining,Metals & Mining,Kazakhstan,,True,M,
4600,Finance & Investments,"Andre Koo, Sr.",55,Taiwan,Taipei,Financial services,Finance & Investments,Taiwan,,False,M,
4600,Fashion & Retail,Ronald Lauder,79,United States,New York,Estee Lauder,Fashion & Retail,United States,,False,M,New York
4600,Manufacturing,Li Chunan,54,China,Fushun,Renewable energy,Manufacturing,China,,True,M,
4600,Media & Entertainment,Forrest Li,45,Singapore,Singapore,Gaming,Media & Entertainment,Singapore,,True,M,
4600,Telecom,Richard Li,56,Hong Kong,Hong Kong,Telecom,Telecom,Hong Kong,,False,M,
4600,Fashion & Retail,Doug Meijer & family,69,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,Michigan
4600,Fashion & Retail,Hank Meijer & family,71,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,Michigan
4600,Fashion & Retail,Mark Meijer & family,65,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,Michigan
4600,Food & Beverage,Issad Rebrab & family,79,Algeria,Algiers,Food,Food & Beverage,Algeria,,True,M,
4600,Logistics,Fred Smith,78,United States,Memphis,FedEx,Logistics,United States,FedEx Corp.,True,M,Tennessee
4600,Finance & Investments,Barry Sternlicht,62,United States,Miami,Private equity,Finance & Investments,United States,,True,M,Florida
4600,Manufacturing,Maximilian Viessmann,34,Germany,Battenberg,"Heating, cooling equipment",Manufacturing,Germany,,False,M,
4600,Food & Beverage,Russ Weiner,52,United States,Delray Beach,Energy drinks,Food & Beverage,United States,,True,M,Florida
4600,Healthcare,Xue Min,66,China,Wuhan,Healthcare,Healthcare,China,,True,M,
4500,Food & Beverage,Juan Domingo Beckmann Legorreta & family,55,Mexico,,Tequila,Food & Beverage,Mexico,,False,M,
4500,Technology,Dietmar Hopp & family,82,Germany,Walldorf,Software,Technology,Germany,,True,M,
4500,Technology,Jiang Bin,56,China,Weifang,Acoustic components,Technology,China,,True,M,
4500,Technology,Joseph Liemandt,54,United States,Austin,Software,Technology,United States,,True,M,Texas
4500,Food & Beverage,Theo Mueller,83,Switzerland,Zurich,Dairy,Food & Beverage,Germany,,False,M,
4500,Technology,N.R. Narayana Murthy,76,India,Bangalore,Software services,Technology,India,,True,M,
4500,Fashion & Retail,Odd Reitan & family,71,Norway,Trondheim,"Retail, real estate",Fashion & Retail,Norway,,False,M,
4500,Finance & Investments,Marc Rowan,60,United States,New York,Private equity,Finance & Investments,United States,,True,M,New York
4500,Real Estate,Hussain Sajwani,70,United Arab Emirates,Dubai,Real estate,Real Estate,United Arab Emirates,,True,M,
4500,Finance & Investments,David Velez & family,41,Brazil,Sao Paulo,Fintech,Finance & Investments,Colombia,,True,M,
4500,Manufacturing,Xu Jinfu,59,China,Guangzhou,Chemicals,Manufacturing,China,,True,M,
4500,Diversified,Samuel Yin,72,Taiwan,Taipei,Retail,Diversified,Taiwan,,False,M,
4500,Manufacturing,You Xiaoping & family,65,China,Wenzhou,"Chemicals, spandex",Manufacturing,China,,True,M,
4400,Healthcare,Stéphane Bancel,50,United States,Boston,"Biotech, vaccines",Healthcare,France,,True,M,Massachusetts
4400,Technology,Margot Birmingham Perot,89,United States,Dallas,"Computer services, real estate",Technology,United States,,False,F,Texas
4400,Manufacturing,Neal Blue & family,88,United States,San Diego,Defense,Manufacturing,United States,,True,M,California
4400,Service,Jim Davis,63,United States,Cockeysville,Staffing & recruiting,Service,United States,,True,M,Maryland
4400,Construction & Engineering,Rafael Del Pino,64,Spain,Madrid,Construction,Construction & Engineering,Spain,,False,M,
4400,Healthcare,Peter Grogg,81,Switzerland,Liestal,Biochemicals,Healthcare,Switzerland,,True,M,
4400,Fashion & Retail,Christian Haub,58,Germany,Munich,Retail,Fashion & Retail,Germany,,False,M,
4400,Real Estate,Mangal Prabhat Lodha,67,India,Mumbai,Real estate,Real Estate,India,,True,M,
4400,Sports,Jeffrey Lurie & family,71,United States,Wynnewood,Philadelphia Eagles,Sports,United States,,False,M,Pennsylvania
4400,Finance & Investments,Joe Mansueto,66,United States,Chicago,Investment research,Finance & Investments,United States,Morningstar Inc.,True,M,Illinois
4400,Manufacturing,Qian Dongqi & family,65,China,Suzhou,Home-cleaning robots,Manufacturing,China,,True,M,
4400,Metals & Mining,Mikhail Shelkov,54,Russia,Moscow,Titanium,Metals & Mining,Russia,,True,M,
4300,Telecom,Patrick Drahi,59,Switzerland,Zermatt,Telecom,Telecom,France,,True,M,
4300,Finance & Investments,Behdad Eghbali,46,United States,Los Angeles,Private equity,Finance & Investments,United States,,True,M,California
4300,Finance & Investments,Juan Carlos Escotet,63,Spain,A Coruña,Banking,Finance & Investments,Venezuela,,True,M,
4300,Finance & Investments,Jose E. Feliciano,49,United States,Los Angeles,Private equity,Finance & Investments,United States,,True,M,California
4300,Healthcare,Hu Kaijun,61,China,Beijing,Pharmaceuticals,Healthcare,China,,True,M,
4300,Logistics,Johnelle Hunt,91,United States,Fayetteville,Trucking,Logistics,United States,,True,F,Arkansas
4300,Food & Beverage,Marian Ilitch,90,United States,Bingham Farms,Little Caesars Pizza,Food & Beverage,United States,,True,F,Michigan
4300,Diversified,Daryl Katz,61,Canada,Edmonton,Pharmacies,Diversified,Canada,Katz Group,True,M,
4300,Metals & Mining,Andrei Kozitsyn,62,Russia,Verkhniaya Pyshma,Metals,Metals & Mining,Russia,,True,M,
4300,Finance & Investments,Timur Kulibaev,56,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,True,M,
4300,Finance & Investments,Dinara Kulibaeva,55,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,False,F,
4300,Real Estate,Ian Livingstone,60,,,Real estate,Real Estate,United Kingdom,,True,M,
4300,Real Estate,Richard Livingstone,58,,,Real estate,Real Estate,United Kingdom,,True,M,
4300,Food & Beverage,Gwendolyn Sontheim Meyer,61,United States,Rancho Santa Fe,Cargill,Food & Beverage,United States,,False,F,California
4300,Real Estate,Jay Paul,75,United States,San Francisco,Real estate,Real Estate,United States,,True,M,California
4300,Diversified,Pham Nhat Vuong,54,Vietnam,Hanoi,Diversified,Diversified,Vietnam,,True,M,
4300,Healthcare,Jon Stryker,64,United States,New York,Medical equipment,Healthcare,United States,,False,M,New York
4300,Finance & Investments,Daniel Tsai,66,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,
4300,Finance & Investments,Richard Tsai,65,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,
4300,Technology,Frank Wang,42,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,M,
4300,Manufacturing,Wang Junshi & family,74,China,Ningbo,Solar inverters,Manufacturing,China,,True,M,
4300,Technology,Wang Wenjing,58,China,Beijing,Business software,Technology,China,,True,M,
4300,Finance & Investments,Herbert Wertheim,83,United States,Coral Gables,Investments,Finance & Investments,United States,,True,M,Florida
4200,Service,Shari Arison,65,Israel,Tel Aviv,Carnival Cruises,Service,Israel,,False,F,
4200,Finance & Investments,Pyotr Aven,68,Latvia,,"Oil, banking, telecom",Finance & Investments,Russia,,True,M,
4200,Real Estate,Chan Laiwa & family,82,China,Beijing,Real estate,Real Estate,China,,True,F,
4200,Real Estate,Chen Hua,57,China,Shenzhen,Real estate,Real Estate,China,,True,M,
4200,Finance & Investments,Thomas Hagen,87,United States,Erie,Insurance,Finance & Investments,United States,,False,M,Pennsylvania
4200,Finance & Investments,"Rupert Johnson, Jr.",82,United States,Burlingame,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,M,California
4200,Energy,Dewi Kam,72,Indonesia,Jakarta,Coal,Energy,Indonesia,,True,F,
4200,Technology,Min Kao & family,74,United States,Leawood,Navigation equipment,Technology,United States,,True,M,Kansas
4200,Finance & Investments,Marc Ladreit de Lacharriere,82,France,Paris,Finance,Finance & Investments,France,,True,M,
4200,Technology,Eric Lefkofsky,53,United States,Glencoe,"Groupon, investments",Technology,United States,Groupon,True,M,Illinois
4200,Technology,Lin Bin,55,China,Shenzhen,Smartphones,Technology,United States,,True,M,
4200,Finance & Investments,Lin Li,59,China,Shenzhen,Investments,Finance & Investments,China,,True,M,
4200,Technology,Michael Moritz,68,United States,San Francisco,Venture capital,Technology,United States,Sequoia,True,M,California
4200,Service,Jean (Gigi) Pritzker,60,United States,Los Angeles,"Hotels, investments",Service,United States,,False,F,California
4200,Automotive,E. Joe Shoen,73,United States,Phoenix,U-Haul,Automotive,United States,,False,M,Arizona
4200,Technology,Jeff Skoll,58,United States,Los Angeles,EBay,Technology,United States,,True,M,California
4200,Food & Beverage,Lynsi Snyder,40,United States,Glendora,In-N-Out Burger,Food & Beverage,United States,,False,F,California
4200,Fashion & Retail,Djoko Susanto,73,Indonesia,Jakarta,Supermarkets,Fashion & Retail,Indonesia,,True,M,
4200,Diversified,Tahir & family,71,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,M,
4200,Finance & Investments,Peter Thiel,55,United States,Los Angeles,"Facebook, investments",Finance & Investments,United States,Founders Fund,True,M,California
4100,Food & Beverage,Andrej Babis,68,Czech Republic,Prague,Agriculture,Food & Beverage,Czech Republic,,True,M,
4100,Service,Danielle Bellon & family,83,France,Paris,Food services,Service,France,,False,F,
4100,Media & Entertainment,Hubert Burda,83,Germany,Munich,Publishing,Media & Entertainment,Germany,,False,M,
4100,Food & Beverage,Nick Caporella,87,United States,Plantation,Beverages,Food & Beverage,United States,,True,M,Florida
4100,Energy,John Catsimatidis,74,United States,New York,"Oil, real estate",Energy,United States,,True,M,New York
4100,Technology,Scott Cook,70,United States,Woodside,Software,Technology,United States,,True,M,California
4100,Food & Beverage,Luca Garavoglia,54,Italy,Milan,Spirits,Food & Beverage,Italy,,False,M,
4100,Manufacturing,Antti Herlin,66,Finland,Kirkkonummi,"Elevators, escalators",Manufacturing,Finland,,False,M,
4100,Manufacturing,Hong Jie,55,China,Putian,Paint,Manufacturing,China,,True,M,
4100,Service,"Jeremy Jacobs, Sr. & family",83,United States,East Aurora,Food service,Service,United States,,False,M,New York
4100,Fashion & Retail,Igor Kesaev,56,Russia,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,,True,M,
4100,Food & Beverage,Mary Alice Dorrance Malone,73,United States,Coatesville,Campbell Soup,Food & Beverage,United States,,False,F,Pennsylvania
4100,Diversified,Joao Moreira Salles,61,Brazil,Rio de Janeiro,"Banking, minerals",Diversified,Brazil,,False,M,
4100,Finance & Investments,Walther Moreira Salles Junior,66,Brazil,Rio de Janeiro,"Banking, minerals",Finance & Investments,Brazil,,False,M,
4100,Sports,Arturo Moreno,76,United States,Phoenix,"Billboards, Los Angeles Angels",Sports,United States,,True,M,Arizona
4100,Manufacturing,Peter Spuhler,63,Switzerland,Weiningen,Train cars,Manufacturing,Switzerland,,True,M,
4100,Real Estate,Donald Sterling,88,United States,Beverly Hills,Real estate,Real Estate,United States,,True,M,California
4100,Diversified,Kerry Stokes,82,Australia,Perth,"Construction equipment, media",Diversified,Australia,,True,M,
4100,Technology,Ken Xie,60,United States,Los Altos Hills,Cybersecurity,Technology,United States,,True,M,California
4100,Healthcare,Liangzhi Xie & family,57,China,Beijing,Biotech,Healthcare,China,,True,M,
4000,Energy,Sid Bass,80,United States,Fort Worth,"Oil, investments",Energy,United States,,False,M,Texas
4000,Technology,Ben Chestnut,48,United States,Atlanta,Email marketing,Technology,United States,,True,M,Georgia
4000,Food & Beverage,Elisabeth DeLuca & family,75,United States,,Subway,Food & Beverage,United States,,False,F,
4000,Diversified,Guangchang Guo,56,China,Shanghai,Conglomerate,Diversified,China,,True,M,
4000,Manufacturing,Vinod Rai Gupta,77,India,Delhi,Electrical equipment,Manufacturing,India,,False,F,
4000,Sports,John Henry,73,United States,Boca Raton,Sports,Sports,United States,,True,M,Florida
4000,Technology,Travis Kalanick,46,United States,Los Angeles,Uber,Technology,United States,Uber Technologies Inc.,True,M,California
4000,Manufacturing,Koon Poh Keong,61,Malaysia,Petaling Jaya,Aluminum,Manufacturing,Malaysia,,True,M,
4000,Technology,Dan Kurzius,51,United States,Atlanta,Email marketing,Technology,United States,,True,M,Georgia
4000,Manufacturing,Paul Lee,65,China,Yuxi,Battery separators,Manufacturing,United States,,True,M,
4000,Technology,Tobi Lutke,42,Canada,Ottawa,E-commerce,Technology,Canada,,True,M,
4000,Automotive,Gail Miller,79,United States,Salt Lake City,Car dealerships,Automotive,United States,,True,F,Utah
4000,Telecom,Rajan Mittal,63,India,Delhi,Telecom,Telecom,India,,False,M,
4000,Telecom,Rakesh Mittal,67,India,Delhi,Telecom,Telecom,India,,False,M,
4000,Media & Entertainment,Isaac Perlmutter,80,United States,Palm Beach,Marvel comics,Media & Entertainment,United States,Marvel Entertainment,True,M,Florida
4000,Finance & Investments,"Bernard Saul, II.",90,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,Saul Centers,False,M,Maryland
4000,Telecom,Shaul Shani,68,Italy,Milan,Telecom,Telecom,Israel,,True,M,
4000,Media & Entertainment,Steven Spielberg,76,United States,Pacific Palisades,Movies,Media & Entertainment,United States,,True,M,California
