finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,state
1400,Manufacturing,Xinghai Zhang & family,60,China,Chongqing,Machinery,Manufacturing,China,,True,M,
1400,Manufacturing,Zheng Jianjiang & family,62,China,Ningbo,Electrical equipment,Manufacturing,China,,True,M,
1400,Real Estate,Zhong Sheng Jian,65,Singapore,Singapore,Real estate,Real Estate,Singapore,,True,M,
1400,Fashion & Retail,Zhou Chengjian,57,China,Shanghai,Fashion retail,Fashion & Retail,China,,True,M,
1400,Diversified,Boris Zingarevich,63,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,True,M,
1300,Automotive,A. Jayson Adair,53,United States,Dallas,Damaged cars,Automotive,United States,,True,M,Texas
1300,Logistics,Soegiarto Adikoesoemo,85,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,True,M,
1300,Healthcare,Rajendra Agarwal,64,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,M,
1300,Healthcare,Chirayu Amin,76,India,Baroda,Pharmaceuticals,Healthcare,India,,False,M,
1300,Real Estate,Anant Asavabhokhin,72,Thailand,Bangkok,Real estate,Real Estate,Thailand,,True,M,
1300,Finance & Investments,Roman Avdeev,55,Russia,Moscow,"Banking, development",Finance & Investments,Russia,,True,M,
1300,Automotive,Ziv Aviram,64,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,,True,M,
1300,Fashion & Retail,Sachin Bansal,41,India,Bangalore,Flipkart,Fashion & Retail,India,,True,M,
1300,Energy,Kiki Barki,83,Indonesia,Jakarta,Coal,Energy,Indonesia,,True,M,
1300,Construction & Engineering,Elena Baturina,60,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,,True,F,
1300,Healthcare,Banwari Lal Bawri,70,India,Mumbai,Pharmaceuticals,Healthcare,India,,True,M,
1300,Finance & Investments,Othman Benjelloun & family,90,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,,False,M,
1300,Diversified,Hari Bhartia,66,India,Delhi,Diversified,Diversified,India,,False,M,
1300,Healthcare,Shyam Bhartia,70,India,Delhi,"Pharmaceuticals, food",Healthcare,India,,False,M,
1300,Technology,Stewart Butterfield,50,United States,Aspen,Messaging software,Technology,Canada,Slack,True,M,Colorado
1300,Technology,Cai Mingtong,71,China,Quanzhou,Electronic components,Technology,China,,True,M,
1300,Technology,Anthony Casalena,40,United States,Monkton,Software,Technology,United States,,True,M,Maryland
1300,Manufacturing,Chang Jianming & family,58,China,Shanghai,Industrial equipment,Manufacturing,China,,True,M,
1300,Real Estate,Richard Chang,76,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,,True,M,
1300,Metals & Mining,Chen Xuehua,62,China,Tongxiang,Minerals processing,Metals & Mining,China,,True,M,
1300,Manufacturing,Chen Yin,50,China,Shanghai,Power tools,Manufacturing,China,,True,M,
1300,Automotive,Chin Jong Hwa,64,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,,True,M,
1300,Telecom,R. Marcelo Claure,52,United States,Miami Beach,Cell phone distribution,Telecom,United States,,True,M,Florida
1300,Finance & Investments,Alberto Cortina,77,Spain,Madrid,Investments,Finance & Investments,Spain,,True,M,
1300,Real Estate,Eduardo Costantini,76,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,,True,M,
1300,Food & Beverage,Wenjun Dai,54,China,Changsha,Food,Food & Beverage,China,,True,M,
1300,Technology,Anand Deshpande,60,India,Pune,Technology,Technology,India,,True,M,
1300,Media & Entertainment,Aydin Dogan,86,Turkey,Istanbul,Media,Media & Entertainment,Turkey,,True,M,
1300,Finance & Investments,Annalisa Doris,52,Italy,Segrate,Financial services,Finance & Investments,Italy,,False,F,
1300,Finance & Investments,Massimo Doris,55,Italy,Milan,Financial services,Finance & Investments,Italy,,False,M,
1300,Healthcare,Weimin Du,59,China,Shenzhen,Vaccines,Healthcare,China,,True,M,
1300,Energy,Timothy Dunn & family,67,United States,Midland,Energy,Energy,United States,,True,M,Texas
1300,Media & Entertainment,Keiko Erikawa,74,Japan,Yokohama City,Video games,Media & Entertainment,Japan,,True,F,
1300,Media & Entertainment,Yoichi Erikawa,72,Japan,Yokohama City,Video games,Media & Entertainment,Japan,,True,M,
1300,Finance & Investments,Philip Fayer,45,Canada,Montreal,Online payments,Finance & Investments,Canada,,True,M,
1300,Real Estate,Marvy Finger,87,United States,Houston,Real estate,Real Estate,United States,,True,M,Texas
1300,Construction & Engineering,Simona Giorgetta,45,Italy,Milan,Chemical products,Construction & Engineering,Italy,,False,F,
1300,Finance & Investments,Joel Greenberg,65,United States,Gladwyne,"Trading, investments",Finance & Investments,United States,,True,M,Pennsylvania
1300,Finance & Investments,He Zhiping,59,China,Shenzhen,Investments,Finance & Investments,China,,True,M,
1300,Manufacturing,Heikki Herlin,36,Finland,Helsinki,"Elevators, escalators",Manufacturing,Finland,,False,M,
1300,Real Estate,Hoi Kin Hong,70,China,Shanghai,Real estate,Real Estate,Macau,,True,M,
1300,Finance & Investments,Lillyn Teh Li Hua,65,,,Finance,Finance & Investments,Malaysia,,False,F,
1300,Finance & Investments,Gregg Hymowitz,57,United States,New York,Asset management,Finance & Investments,United States,,True,M,New York
1300,Service,Mitchell Jacobson,72,United States,Locust Valley,Industrial equipment,Service,United States,,False,M,New York
1300,Manufacturing,Anurang Jain,61,India,Aurangabad,Auto parts,Manufacturing,India,,True,M,
1300,Manufacturing,Jiang Guiting & family,64,China,Dezhou,Manufacturing,Manufacturing,China,,True,M,
1300,Manufacturing,Jin Xin,56,China,Fuxin,Manufacturing,Manufacturing,China,,True,M,
1300,Finance & Investments,Conni Jonsson,62,Sweden,Stockholm,Asset management,Finance & Investments,Sweden,,True,M,
1300,Finance & Investments,George Joseph,101,United States,Los Angeles,Insurance,Finance & Investments,United States,,True,M,California
1300,Technology,Laurent Junique,57,Singapore,Singapore,Call centers,Technology,France,,True,M,
1300,Diversified,Zbigniew Juroszek & family,60,Poland,Cieszyn,"Real estate, gambling",Diversified,Poland,,True,M,
1300,Technology,Alexander Karp,55,United States,Palo Alto,Software firm,Technology,United States,Palantir Technologies,True,M,California
1300,Healthcare,Joe Kiani,58,United States,Irvine,Medical devices,Healthcare,United States,Masimo,True,M,California
1300,Finance & Investments,Seth Klarman,65,United States,Chestnut Hill,Investments,Finance & Investments,United States,Baupost Group,True,M,Massachusetts
1300,Technology,Kagemasa Kozuki,82,Japan,Tokyo,Video games,Technology,Japan,,True,M,
1300,Technology,Michael Krasny,69,United States,Highland Park,Retail,Technology,United States,Sawdust Investment Management Corp.,True,M,Illinois
1300,Technology,Eduard Kucera,70,Czech Republic,Prague,Software,Technology,Czech Republic,,True,M,
1300,Finance & Investments,Kristo Käärmann,42,United Kingdom,London,"Payments, banking",Finance & Investments,Estonia,Wise,True,M,
1300,Fashion & Retail,Gary Lauder,60,United States,Atherton,Estée Lauder,Fashion & Retail,United States,,False,M,California
1300,Technology,Lee Hae-jin,55,South Korea,Seoul,Internet,Technology,South Korea,NAVER Corp.,True,M,
1300,Diversified,Art Levinson,73,United States,Hillsborough,"Genentech, Apple",Diversified,United States,,True,M,California
1300,Food & Beverage,Li Denghai,73,China,Laizhou,Seed production,Food & Beverage,China,,True,M,
1300,Diversified,Fengluan Li,61,China,Ruzhou,"Steel, diversified",Diversified,China,,True,F,
1300,Manufacturing,Li Yongqing,58,China,Hangzhou,Petro Firbe,Manufacturing,China,,True,M,
1300,Manufacturing,Li Zhigang,46,China,Wuhan,Machinery,Manufacturing,China,,True,M,
1300,Healthcare,Liu Gexin & family,71,China,Chengdu,Pharmaceuticals,Healthcare,China,,True,M,
1300,Food & Beverage,Itamar Locks & family,68,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,,False,M,
1300,Media & Entertainment,Lu Hongyan,45,China,Xiamen,Online games,Media & Entertainment,China,,True,M,
1300,Healthcare,Lv Jianming,58,China,Hangzhou,Medical equipment,Healthcare,Hong Kong,,True,M,
1300,Food & Beverage,Blairo Maggi,66,Brazil,Cuiaba,Agribusiness,Food & Beverage,Brazil,,False,M,
1300,Diversified,Yasseen Mansour,61,Egypt,Cairo,Diversified,Diversified,Egypt,,True,M,
1300,Fashion & Retail,Charlwin Mao,65,China,Shanghai,E-commerce,Fashion & Retail,China,,True,M,
1300,Real Estate,George Marcus,81,United States,Los Altos Hills,Real estate,Real Estate,United States,,True,M,California
1300,Healthcare,Yves-Loic Martin,57,France,Nantes,Laboratory services,Healthcare,France,,True,M,
1300,Finance & Investments,Carsten Maschmeyer,63,Germany,Munich,Finance services,Finance & Investments,Germany,,True,M,
1300,Finance & Investments,Lillian Teh Li Ming,65,,,Banking,Finance & Investments,Malaysia,,False,F,
1300,Logistics,Martin Moller Nielsen,58,Switzerland,Lugano,Aircraft leasing,Logistics,Denmark,,True,M,
1300,Finance & Investments,Jahm Najafi,60,United States,Paradise Valley,Investments,Finance & Investments,United States,,True,M,Arizona
1300,Finance & Investments,Randal Nardone,67,United States,New York,"Investments, energy",Finance & Investments,United States,,True,M,New York
1300,Food & Beverage,Nguyen Dang Quang,59,Vietnam,Ho Chi Minh City,"Consumer products, banking",Food & Beverage,Vietnam,,True,M,
1300,Gambling & Casinos,Kazuo Okada,80,Japan,Tokyo,Casinos,Gambling & Casinos,Japan,,True,M,
1300,Healthcare,John Oyler,55,United States,,Biotech,Healthcare,United States,,True,M,Nevada
1300,Finance & Investments,William Teh Lee Pang,65,,,Banking,Finance & Investments,Malaysia,,False,M,
1300,Manufacturing,George Pedersen & family,87,United States,McLean,Defense contractor,Manufacturing,United States,,True,M,Virginia
1300,Fashion & Retail,Qu Miranda,38,China,Shanghai,E-commerce,Fashion & Retail,China,,True,F,
1300,Real Estate,Jupally Rameshwar Rao,67,India,Hyderabad,Real estate,Real Estate,India,,True,M,
1300,Logistics,G. M. Rao,72,India,Bangalore,Infrastructure,Logistics,India,,True,M,
1300,Healthcare,P.V. Ramprasad Reddy,65,India,Hyderabad,Pharmaceuticals,Healthcare,India,,True,M,
1300,Healthcare,Satish Reddy,55,India,Hyderabad,Pharmaceuticals,Healthcare,India,,False,M,
1300,Fashion & Retail,Fernando Roig,75,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,,False,M,
1300,Diversified,Igor Rotenberg,49,Russia,Moscow,"Investments, real estate",Diversified,Russia,,True,M,
1300,Manufacturing,Seifeddin Rustamov,60,United States,,Chemicals,Manufacturing,Russia,,True,M,Virginia
1300,Diversified,Deniz Sahenk,77,Turkey,Istanbul,Diversified,Diversified,Turkey,,False,F,
1300,Food & Beverage,Nobutada Saji,77,Japan,Tokyo,Beverages,Food & Beverage,Japan,,False,M,
1300,Gambling & Casinos,Hajime Satomi,81,Japan,Tokyo,"Video games, pachinko",Gambling & Casinos,Japan,,True,M,
1300,Technology,James Scapa,66,United States,Atherton,Software,Technology,United States,,True,M,California
1300,Manufacturing,Stephan Schnabel,48,,,Chemicals,Manufacturing,Germany,,False,M,
1300,Healthcare,Devi Shetty,70,India,Bangalore,Healthcare,Healthcare,India,,True,M,
1300,Diversified,Albert Shigaboutdinov,70,Russia,Kazan,"Refinery, chemicals",Diversified,Russia,,True,M,
1300,Finance & Investments,Diana Teh Li Shing,65,,,Banking,Finance & Investments,Malaysia,,False,F,
1300,Food & Beverage,Denis Shtengelov,50,Australia,Gold Coast,"Food, retail",Food & Beverage,Russia,,True,M,
1300,Manufacturing,Fei Song,56,China,Yantai,Machinery,Manufacturing,China,,True,M,
1300,Sports,Hal Steinbrenner,54,United States,Tampa,Sports,Sports,United States,,False,M,Florida
1300,Sports,Jessica Steinbrenner,59,United States,Tampa,Sports,Sports,United States,,False,F,Florida
1300,Sports,Jennifer Steinbrenner Swindal,63,United States,Tampa,Sports,Sports,United States,,False,F,Florida
1300,Metals & Mining,Konstantin Strukov & family,64,Russia,Chelyabinsk,"Gold, coal mining",Metals & Mining,Russia,,True,M,
1300,Energy,Rustem Sulteev,69,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,True,M,
1300,Food & Beverage,Clemens Toennies,66,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,,True,M,
1300,Food & Beverage,Robert Toennies,44,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,,False,M,
1300,Real Estate,John Van Lieshout,77,Australia,Brisbane,Real estate,Real Estate,Australia,,True,M,
1300,Healthcare,Pongsak Viddayakorn,89,Thailand,Bangkok,Hospitals,Healthcare,Thailand,,True,M,
1300,Fashion & Retail,Wang Jianguo,63,China,Nanjing,Retail,Fashion & Retail,China,,True,M,
1300,Service,Junjin Wang,54,China,Shanghai,Airline,Service,China,,True,M,
1300,Manufacturing,Wang Mingwang,55,China,Shenzhen,Electronics components,Manufacturing,China,,True,M,
1300,Technology,Wei Lidong & family,47,China,Shanghai,Software,Technology,China,,True,M,
1300,Fashion & Retail,Myron Wentz,83,Cayman Islands,Grand Cayman,Health products,Fashion & Retail,St. Kitts and Nevis,,True,M,
1300,Manufacturing,Wu Xiaoge,50,China,Chengdu,Battery components,Manufacturing,China,,True,F,
1300,Diversified,Wu Xushun & family,74,China,Wuhu,Internet,Diversified,China,,True,M,
1300,Healthcare,Xiong Xiaochuan,57,China,Shenzhen,Medical devices,Healthcare,China,,True,M,
1300,Technology,Xu Shaochun,60,China,Shenzhen,Software,Technology,China,,True,M,
1300,Technology,Yan Jane & family,53,China,Beijing,Software,Technology,China,,True,F,
1300,Manufacturing,Zeng Chaoyi,54,China,Changsha,Aluminum products,Manufacturing,China,,True,M,
1300,Service,Peng Zhao,52,China,Beijing,Online recruitment,Service,China,,True,M,
1300,Service,Zhao Tongtong,56,Hong Kong,Hong Kong,Hotels,Service,Canada,,True,F,
1300,Metals & Mining,Kostyantin Zhevago,49,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,,True,M,
1300,Manufacturing,Zong Yanmin,65,China,Jinan,Semiconductor materials,Manufacturing,China,,True,M,
1200,Finance & Investments,Sanjay Agarwal,52,India,Jaipur,Banking,Finance & Investments,India,,True,M,
1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Doha,Investments,Finance & Investments,Qatar,,False,M,
1200,Diversified,Joao Alves de Queiroz Filho,70,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,,True,M,
1200,Metals & Mining,Jose Maria Aristrain,60,Switzerland,Gstaad,Steel,Metals & Mining,Spain,,False,M,
1200,Finance & Investments,Michael Arougheti,50,United States,Nyack,Finance,Finance & Investments,United States,,True,M,New York
1200,Technology,Tope Awotona,41,United States,Atlanta,Software,Technology,United States,Calendly,True,M,Georgia
1200,Healthcare,Mehmet Aydinlar,66,Turkey,Istanbul,Hospitals,Healthcare,Turkey,,True,M,
1200,Real Estate,Danna Azrieli,55,Israel,Herzliya,Real estate,Real Estate,Israel,,False,F,
1200,Real Estate,Naomi Azrieli,57,Canada,Toronto,Real estate,Real Estate,Canada,,False,F,
1200,Real Estate,Sharon Azrieli,62,Canada,Montreal,Real estate,Real Estate,Canada,,False,F,
1200,Energy,Bai Houshan,59,China,Ningbo,Lithium battery,Energy,China,,True,M,
1200,Finance & Investments,Thomas Bailey,86,United States,Aspen,Money management,Finance & Investments,United States,,True,M,Colorado
1200,Healthcare,Bernhard Braun-Luedicke,46,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,M,
1200,Healthcare,Eva Maria Braun-Luedicke,36,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,F,
1200,Healthcare,Friederike Braun-Luedicke,39,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,F,
1200,Real Estate,Jeffrey Cheah,78,Malaysia,Kuala Lumpur,"Property, healthcare",Real Estate,Malaysia,,True,M,
1200,Food & Beverage,Chen Xianbao & family,63,China,Hefei,Food,Food & Beverage,China,,True,M,
1200,Healthcare,Cheng Xianfeng,54,China,Hefei,Pharmaceuticals,Healthcare,China,,True,M,
1200,Fashion & Retail,Chung Yong-jin,54,South Korea,Seoul,Retail,Fashion & Retail,South Korea,Shinsegae,False,M,
1200,Service,Darwin Deason,82,United States,Dallas,Software,Service,United States,,True,M,Texas
1200,Fashion & Retail,Diego Della Valle,69,Italy,Sant'' Elpidio A Mare,Shoes,Fashion & Retail,Italy,,False,M,
1200,Manufacturing,Ashwin Desai,71,India,Surat,Specialty chemicals,Manufacturing,India,,True,M,
1200,Media & Entertainment,Richard Desmond,71,United Kingdom,London,Publishing,Media & Entertainment,United Kingdom,,True,M,
1200,Fashion & Retail,Ding Shui Po,52,China,Quanzhou,"Sneakers, sportswear",Fashion & Retail,China,,False,M,
1200,Fashion & Retail,Sefik Yilmaz Dizdar,85,Turkey,Istanbul,Fashion retail,Fashion & Retail,Turkey,,True,M,
1200,Media & Entertainment,Mathias Doepfner,60,Germany,Potsdam,Media,Media & Entertainment,Germany,,False,M,
1200,Manufacturing,Farhad Ebrahimi,84,United States,Denver,Solar panels,Manufacturing,United States,,True,M,Colorado
1200,Diversified,Jose Roberto Ermirio de Moraes,65,Brazil,Sao Paulo,Diversified,Diversified,Brazil,,False,M,
1200,Diversified,Jose Ermirio de Moraes Neto,70,Brazil,Sao Paulo,Diversified,Diversified,Brazil,,False,M,
1200,Manufacturing,Fang Hongbo,56,China,Shunde,Home appliances,Manufacturing,China,,True,M,
1200,Manufacturing,David Feffer,66,Brazil,São Paulo,Pulp and paper,Manufacturing,Brazil,,False,M,
1200,Manufacturing,Zsolt Felcsuti,51,Hungary,,Manufacturing,Manufacturing,Hungary,,True,M,
1200,Fashion & Retail,Ben Francis,30,United Kingdom,Birmingham,Fitness clothing,Fashion & Retail,United Kingdom,,True,M,
1200,Fashion & Retail,Gary Friedman,65,United States,Belvedere,Furniture retail,Fashion & Retail,United States,,True,M,California
1200,Metals & Mining,Dan Gertler,49,Israel,Bnei Brak,Mining,Metals & Mining,Israel,,False,M,
1200,Manufacturing,Balkrishan Goenka,56,India,Mumbai,Textiles,Manufacturing,India,,True,M,
1200,Finance & Investments,Lawrence Golub,63,United States,New York,Private equity,Finance & Investments,United States,,True,M,New York
1200,Manufacturing,Saroj Rani Gupta,72,India,Delhi,Steel tubes,Manufacturing,India,,True,F,
1200,Technology,Anthony Hall,67,Australia,Melbourne,Technology,Technology,Australia,,True,M,
1200,Construction & Engineering,Fahed Hariri,42,United Kingdom,London,"Construction, investments",Construction & Engineering,Lebanon,,False,M,
1200,Fashion & Retail,Richard Hayne,75,United States,Philadelphia,Urban Outfitters,Fashion & Retail,United States,Urban Outfitters Inc.,True,M,Pennsylvania
1200,Finance & Investments,Michael Heine,73,Australia,Melbourne,Financial services,Finance & Investments,Australia,,True,M,
